Show,Week,Theater,This Week Gross,Potential Gross,Diff $,Avg Ticket,Top Ticket,Seats Sold,Seats in Theatre,Performances,Previews,% Cap,Diff % cap,Genre,Number of Awards,Awards,Season,Month
The Book of Mormon,2025-01-05,Eugene O'Neill Theatre,"$1,170,342.55",,"-$632,769.50",$156.92,$0.00,"7,458","1,066",7,0,99.95%,-1.18%,Original,36,1,Winter,1
Sunset Boulevard,2025-01-05,St. James Theatre,"$1,593,867.50",,"-$210,423.80",$127.66,$0.00,"12,485","1,606",8,0,97.16%,-0.67%,Revival,24,1,Winter,1
Suffs,2025-01-05,Music Box Theatre,"$1,349,647.20",,"$75,943.54",$170.35,$373.00,"7,923",973,8,0,101.79%,-0.15%,Original,23,1,Winter,1
Stereophonic,2025-01-05,John Golden Theatre,"$965,173.50",,"-$37,713.90",$155.07,$348.00,"6,224",778,8,0,100.00%,0.00%,Original,37,1,Winter,1
SIX: The Musical,2025-01-05,Lena Horne Theatre,"$1,152,027.85",,"-$215,495.25",$142.40,$349.00,"8,090","1,031",8,0,98.08%,-2.42%,One Act,28,1,Winter,1
Romeo and Juliet,2025-01-05,Circle in the Square Theatre,"$1,258,142.00",,"$1,648.20",$191.99,$974.50,"6,553",794,8,0,103.16%,0.07%,Revival,7,1,Winter,1
Our Town,2025-01-05,Ethel Barrymore Theatre,"$917,588.00",,"$27,812.50",$118.87,$347.00,"7,719","1,060",8,0,91.03%,5.44%,One Act,3,1,Winter,1
"Oh, Mary!",2025-01-05,Lyceum Theatre,"$1,290,343.86",,"-$58,595.38",$180.22,$371.00,"7,160",895,8,0,100.00%,0.00%,Comedy,9,1,Winter,1
Moulin Rouge! The Musical,2025-01-05,Al Hirschfeld Theatre,"$1,361,876.40",,"-$324,579.45",$132.04,$0.00,"10,314","1,300",8,0,99.17%,-0.79%,Original,24,1,Winter,1
MJ The Musical,2025-01-05,Neil Simon Theatre,"$1,805,768.90",,"-$795,824.10",$173.93,$399.00,"10,382","1,387",8,0,93.57%,-6.76%,Original,30,1,Winter,1
Maybe Happy Ending,2025-01-05,Belasco Theatre,"$932,388.30",,"-$86,935.80",$119.48,$317.00,"7,804",988,8,0,98.73%,-0.79%,One Act,34,1,Winter,1
Left on Tenth,2025-01-05,James Earl Jones Theatre,"$272,869.08",,"-$36,854.52",$67.89,$267.00,"4,019","1,065",8,0,47.17%,-0.55%,One Act,0,0,Winter,1
Hell's Kitchen,2025-01-05,Sam S. Shubert Theatre,"$1,206,644.90",,"-$591,082.91",$110.22,$397.00,"10,948","1,457",8,0,93.93%,-5.80%,Original,26,1,Winter,1
Harry Potter and the Cursed Child,2025-01-05,Lyric Theatre,"$1,846,547.70",,"-$543,203.80",$143.31,$299.00,"12,885","1,622",8,0,99.30%,-0.08%,Original,33,1,Winter,1
Hamilton,2025-01-05,Richard Rodgers Theatre,"$2,379,896.80",,"-$558,391.20",$221.74,$599.00,"10,733","1,324",8,0,101.33%,-0.13%,Original,46,1,Winter,1
Hadestown,2025-01-05,Walter Kerr Theatre,"$1,100,493.00",,"-$246,829.00",$147.94,$0.00,"7,439",918,8,0,101.29%,0.00%,Original,39,1,Winter,1
Gypsy,2025-01-05,Majestic Theatre,"$1,799,134.00",,"$1,519,039.04",$144.79,$447.00,"12,426","1,590",8,0,97.69%,-4.20%,Revival,19,1,Winter,1
Eureka Day,2025-01-05,Samuel J. Friedman Theatre,"$332,636.00",,"$56,355.00",$74.02,$299.00,"4,494",643,8,0,87.36%,-1.42%,One Act,6,1,Winter,1
English,2025-01-05,Todd Haimes Theatre,"$131,427.40",,$0.00,$65.26,$292.00,"2,014",736,0,3,91.21%,0.00%,One Act,10,1,Winter,1
Elf,2025-01-05,Marquis Theatre,"$1,214,944.50",,"-$1,080,604.00",$132.59,$399.00,"9,163","1,600",7,0,81.81%,-13.35%,Musical,1,1,Winter,1
Death Becomes Her,2025-01-05,Lunt-Fontanne Theatre,"$1,253,423.55",,"-$305,786.25",$108.59,$325.00,"11,543","1,491",8,0,96.77%,-2.01%,Musical,33,1,Winter,1
Cult of Love,2025-01-05,Helen Hayes Theater,"$337,225.80",,"-$64,836.00",$98.14,$246.00,"3,436",581,7,0,84.48%,-7.11%,One Act,4,1,Winter,1
Chicago,2025-01-05,Ambassador Theatre,"$1,041,275.67",,"-$325,010.19",$141.38,$257.00,"7,365","1,080",8,0,85.24%,-14.05%,Revival,25,1,Winter,1
Cabaret,2025-01-05,August Wilson Theatre,"$1,412,704.20",,"-$77,349.90",$165.34,$0.00,"8,544","1,070",8,0,99.81%,1.64%,Revival,22,1,Winter,1
Back To The Future,2025-01-05,Winter Garden Theatre,"$1,875,632.84",,"-$132,205.17",$155.51,$497.00,"12,061","1,478",8,0,102.00%,0.54%,Broadway,7,1,Winter,1
All In: Comedy About Love,2025-01-05,Hudson Theatre,"$1,507,066.00",,"$46,980.00",$194.61,$425.00,"7,744",968,8,0,100.00%,0.34%,Comedy,0,0,Winter,1
Aladdin,2025-01-05,New Amsterdam Theatre,"$1,995,244.20",,"-$811,432.80",$146.26,$325.50,"13,642","1,727",8,0,98.74%,0.23%,Original,23,1,Winter,1
A Wonderful World: The Louis Armstrong Musical,2025-01-05,Studio 54,"$500,197.50",,"-$233,698.50",$96.04,$298.00,"5,208",997,8,0,65.30%,-13.04%,Original,4,1,Winter,1
& Juliet,2025-01-05,Stephen Sondheim Theatre,"$1,276,641.80",,"-$438,839.60",$177.09,$378.00,"7,209","1,026",7,0,100.38%,0.02%,Original,22,1,Winter,1
Wicked,2024-12-29,Gershwin Theatre,"$5,037,392.00",,"$2,013,297.00",$290.61,$505.00,"17,334","1,926",9,0,100.00%,0.00%,Original,33,1,Winter,12
The Outsiders,2024-12-29,Bernard B. Jacobs Theatre,"$2,015,452.15",,"$285,581.30",$239.96,$548.00,"8,399","1,024",8,0,102.53%,0.31%,Original,31,1,Winter,12
The Lion King,2024-12-29,Minskoff Theatre,"$4,203,121.00",,"$1,305,645.00",$279.04,$477.00,"15,063","1,696",9,0,98.68%,-0.10%,Original,32,1,Winter,12
The Great Gatsby,2024-12-29,Broadway Theatre,"$2,618,358.86",,"$843,590.31",$197.58,$674.00,"13,252","1,485",9,0,99.15%,0.40%,Original,7,1,Winter,12
The Book of Mormon,2024-12-29,Eugene O'Neill Theatre,"$1,803,112.05",,"$444,844.09",$185.85,$0.00,"9,702","1,066",9,0,101.13%,2.76%,Original,36,1,Winter,12
Swept Away,2024-12-29,Longacre Theatre,"$717,623.82",,"$217,816.40",$89.04,$248.00,"8,060","1,018",8,0,98.97%,11.54%,One Act,7,1,Winter,12
Sunset Boulevard,2024-12-29,St. James Theatre,"$1,804,291.30",,"$138,167.60",$143.53,$0.00,"12,571","1,606",8,0,97.83%,5.60%,Revival,24,1,Winter,12
Suffs,2024-12-29,Music Box Theatre,"$1,273,703.66",,"$202,744.41",$160.52,$373.00,"7,935",973,8,0,101.94%,0.80%,Original,23,1,Winter,12
Stereophonic,2024-12-29,John Golden Theatre,"$1,002,887.40",,"$137,276.40",$161.13,$348.00,"6,224",778,8,0,100.00%,0.00%,Original,37,1,Winter,12
SIX: The Musical,2024-12-29,Lena Horne Theatre,"$1,367,523.10",,"$275,774.60",$164.98,$349.00,"8,289","1,031",8,0,100.50%,4.11%,One Act,28,1,Winter,12
Romeo and Juliet,2024-12-29,Circle in the Square Theatre,"$1,256,493.80",,"$156,673.30",$191.89,$974.50,"6,548",794,8,0,103.09%,1.19%,Revival,7,1,Winter,12
Our Town,2024-12-29,Ethel Barrymore Theatre,"$889,775.50",,"$115,781.30",$122.59,$347.00,"7,258","1,060",8,0,85.59%,9.98%,One Act,3,1,Winter,12
"Oh, Mary!",2024-12-29,Lyceum Theatre,"$1,348,939.24",,"$106,255.86",$188.40,$371.00,"7,160",895,8,0,100.00%,0.00%,Comedy,9,1,Winter,12
Moulin Rouge! The Musical,2024-12-29,Al Hirschfeld Theatre,"$1,686,455.85",,"$401,857.08",$162.22,$0.00,"10,396","1,300",8,0,99.96%,7.32%,Original,24,1,Winter,12
MJ The Musical,2024-12-29,Neil Simon Theatre,"$2,601,593.00",,"$894,131.30",$207.73,$399.00,"12,524","1,387",9,0,100.33%,5.62%,Original,30,1,Winter,12
Maybe Happy Ending,2024-12-29,Belasco Theatre,"$1,019,324.10",,"$209,284.90",$129.59,$317.00,"7,866",988,8,0,99.52%,4.30%,One Act,34,1,Winter,12
Left on Tenth,2024-12-29,James Earl Jones Theatre,"$309,723.60",,"$1,513.30",$76.17,$267.00,"4,066","1,065",8,0,47.72%,8.85%,One Act,0,0,Winter,12
Hell's Kitchen,2024-12-29,Sam S. Shubert Theatre,"$1,797,727.81",,"$345,127.11",$154.66,$397.00,"11,624","1,457",8,0,99.73%,5.03%,Original,26,1,Winter,12
Harry Potter and the Cursed Child,2024-12-29,Lyric Theatre,"$2,389,751.50",,"$612,045.80",$185.32,$304.00,"12,895","1,622",8,0,99.38%,5.08%,Original,33,1,Winter,12
Hamilton,2024-12-29,Richard Rodgers Theatre,"$2,938,288.00",,"$446,738.00",$273.41,$599.00,"10,747","1,324",8,0,101.46%,0.74%,Original,46,1,Winter,12
Hadestown,2024-12-29,Walter Kerr Theatre,"$1,347,322.00",,"$326,864.50",$181.12,$0.00,"7,439",918,8,0,101.29%,0.95%,Original,39,1,Winter,12
Gypsy,2024-12-29,Majestic Theatre,"$280,094.96",,"-$1,286,919.14",$172.90,$447.00,"1,620","1,590",1,0,101.89%,11.03%,Revival,19,1,Winter,12
Eureka Day,2024-12-29,Samuel J. Friedman Theatre,"$276,281.00",,"$41,771.00",$69.14,$299.00,"3,996",643,7,0,88.78%,11.52%,One Act,6,1,Winter,12
Elf,2024-12-29,Marquis Theatre,"$2,295,548.50",,"$65,129.50",$188.47,$399.00,"12,180","1,600",8,0,95.16%,-3.17%,Musical,1,1,Winter,12
Death Becomes Her,2024-12-29,Lunt-Fontanne Theatre,"$1,559,209.80",,"$228,565.25",$132.33,$325.00,"11,783","1,491",8,0,98.78%,4.06%,Musical,33,1,Winter,12
Cult of Love,2024-12-29,Helen Hayes Theater,"$402,061.80",,"$39,967.80",$107.94,$246.00,"3,725",581,7,0,91.59%,7.75%,One Act,4,1,Winter,12
Chicago,2024-12-29,Ambassador Theatre,"$1,366,285.86",,"$398,480.78",$159.26,$257.00,"8,579","1,080",8,0,99.29%,-1.09%,Revival,25,1,Winter,12
Cabaret,2024-12-29,August Wilson Theatre,"$1,490,054.10",,"$271,010.30",$177.32,$0.00,"8,403","1,070",8,0,98.17%,2.55%,Revival,22,1,Winter,12
Back To The Future,2024-12-29,Winter Garden Theatre,"$2,007,838.01",,"$716,326.51",$167.36,$347.00,"11,997","1,478",8,0,101.46%,9.44%,Broadway,7,1,Winter,12
All In: Comedy About Love,2024-12-29,Hudson Theatre,"$1,460,086.00",,"$132,938.00",$189.18,$425.00,"7,718",968,8,0,99.66%,-0.34%,Comedy,0,0,Winter,12
Aladdin,2024-12-29,New Amsterdam Theatre,"$2,806,677.00",,"$1,065,694.40",$183.30,$325.50,"15,312","1,727",9,0,98.51%,1.87%,Original,23,1,Winter,12
A Wonderful World: The Louis Armstrong Musical,2024-12-29,Studio 54,"$733,896.00",,"$170,642.00",$117.46,$298.00,"6,248",997,8,0,78.34%,17.02%,Original,4,1,Winter,12
& Juliet,2024-12-29,Stephen Sondheim Theatre,"$1,715,481.40",,"$527,615.50",$185.12,$378.00,"9,267","1,026",9,0,100.36%,3.34%,Original,22,1,Winter,12
Wicked,2024-12-22,Gershwin Theatre,"$3,024,095.00",,"$146,009.00",$196.27,$350.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Winter,12
The Outsiders,2024-12-22,Bernard B. Jacobs Theatre,"$1,729,870.85",,"$142,601.62",$206.58,$497.00,"8,374","1,024",8,0,102.22%,0.01%,Original,31,1,Winter,12
The Lion King,2024-12-22,Minskoff Theatre,"$2,897,476.00",,"$399,506.25",$216.20,$325.00,"13,402","1,696",8,0,98.78%,0.45%,Original,32,1,Winter,12
The Hills of California,2024-12-22,Broadhurst Theatre,"$496,411.18",,"$86,965.93",$69.29,$327.00,"7,164","1,175",8,0,76.21%,19.35%,Original,15,1,Winter,12
The Great Gatsby,2024-12-22,Broadway Theatre,"$1,774,768.55",,"$205,813.75",$151.28,$574.00,"11,732","1,485",8,0,98.75%,2.11%,Original,7,1,Winter,12
The Book of Mormon,2024-12-22,Eugene O'Neill Theatre,"$1,358,267.96",,"$129,850.71",$161.91,$0.00,"8,389","1,066",8,0,98.37%,-0.32%,Original,36,1,Winter,12
Swept Away,2024-12-22,Longacre Theatre,"$499,807.42",,"-$157,692.08",$70.20,$248.00,"7,120","1,018",8,0,87.43%,-11.98%,One Act,7,1,Winter,12
Sunset Boulevard,2024-12-22,St. James Theatre,"$1,666,123.70",,"-$234,544.80",$140.58,$0.00,"11,852","1,606",8,0,92.23%,-3.72%,Revival,24,1,Winter,12
Suffs,2024-12-22,Music Box Theatre,"$1,070,959.25",,"$19,389.90",$136.03,$373.00,"7,873",973,8,0,101.14%,-0.39%,Original,23,1,Winter,12
Stereophonic,2024-12-22,John Golden Theatre,"$865,611.00",,$216.58,$139.08,$348.00,"6,224",778,8,0,100.00%,0.82%,Original,37,1,Winter,12
SIX: The Musical,2024-12-22,Lena Horne Theatre,"$1,091,748.50",,"$187,048.75",$137.33,$279.00,"7,950","1,031",8,0,96.39%,7.60%,One Act,28,1,Winter,12
Romeo and Juliet,2024-12-22,Circle in the Square Theatre,"$1,099,820.50",,"$127,167.25",$169.91,$974.50,"6,473",794,8,0,101.90%,-0.70%,Revival,7,1,Winter,12
Our Town,2024-12-22,Ethel Barrymore Theatre,"$773,994.20",,"-$92,054.30",$120.71,$347.00,"6,412","1,060",8,0,75.61%,-7.95%,One Act,3,1,Winter,12
"Oh, Mary!",2024-12-22,Lyceum Theatre,"$1,242,683.38",,"$20,268.88",$173.56,$331.00,"7,160",895,8,0,100.00%,0.31%,Comedy,9,1,Winter,12
Moulin Rouge! The Musical,2024-12-22,Al Hirschfeld Theatre,"$1,284,598.77",,"-$51,529.30",$133.33,$0.00,"9,635","1,300",8,0,92.64%,-2.91%,Original,24,1,Winter,12
MJ The Musical,2024-12-22,Neil Simon Theatre,"$1,707,461.70",,"$80,413.80",$162.48,$349.00,"10,509","1,387",8,0,94.71%,1.83%,Original,30,1,Winter,12
Maybe Happy Ending,2024-12-22,Belasco Theatre,"$810,039.20",,"$46,017.15",$107.63,$317.00,"7,526",988,8,0,95.22%,-0.26%,One Act,34,1,Winter,12
Left on Tenth,2024-12-22,James Earl Jones Theatre,"$308,210.30",,"-$140,281.30",$93.06,$267.00,"3,312","1,065",8,0,38.87%,-11.68%,One Act,0,0,Winter,12
Hell's Kitchen,2024-12-22,Sam S. Shubert Theatre,"$1,452,600.70",,"-$35,340.00",$131.60,$323.00,"11,038","1,457",8,0,94.70%,-1.87%,Original,26,1,Winter,12
Harry Potter and the Cursed Child,2024-12-22,Lyric Theatre,"$1,777,705.70",,"$482,708.10",$145.28,$269.00,"12,236","1,622",8,0,94.30%,9.81%,Original,33,1,Winter,12
Hamilton,2024-12-22,Richard Rodgers Theatre,"$2,491,550.00",,"$314,431.00",$233.55,$419.00,"10,668","1,324",8,0,100.72%,0.59%,Original,46,1,Winter,12
Hadestown,2024-12-22,Walter Kerr Theatre,"$1,020,457.50",,"$116,130.45",$138.48,$0.00,"7,369",918,8,0,100.34%,0.73%,Original,39,1,Winter,12
Gypsy,2024-12-22,Majestic Theatre,"$1,567,014.10",,"-$251,221.28",$135.58,$447.00,"11,558","1,590",5,3,90.86%,-6.00%,Revival,19,1,Winter,12
Eureka Day,2024-12-22,Samuel J. Friedman Theatre,"$234,510.00",,"$4,085.00",$59.01,$299.00,"3,974",643,8,0,77.26%,-8.10%,One Act,6,1,Winter,12
Elf,2024-12-22,Marquis Theatre,"$2,230,419.00",,"$196,635.00",$177.21,$379.00,"12,586","1,600",8,0,98.33%,4.32%,Musical,1,1,Winter,12
Death Becomes Her,2024-12-22,Lunt-Fontanne Theatre,"$1,330,644.55",,"-$144,758.20",$117.78,$299.00,"11,298","1,491",8,0,94.72%,-5.40%,Musical,33,1,Winter,12
Cult of Love,2024-12-22,Helen Hayes Theater,"$362,094.00",,"$46,811.00",$92.92,$249.00,"3,897",581,8,0,83.84%,-7.21%,One Act,4,1,Winter,12
Chicago,2024-12-22,Ambassador Theatre,"$967,805.08",,"$97,927.01",$111.59,$267.00,"8,673","1,080",8,0,100.38%,4.36%,Revival,25,1,Winter,12
Cabaret,2024-12-22,August Wilson Theatre,"$1,219,043.80",,"$26,875.50",$148.94,$0.00,"8,185","1,070",8,0,95.62%,3.81%,Revival,22,1,Winter,12
Back To The Future,2024-12-22,Winter Garden Theatre,"$1,291,511.50",,"$176,168.65",$118.69,$267.00,"10,881","1,478",8,0,92.02%,-0.46%,Broadway,7,1,Winter,12
All In: Comedy About Love,2024-12-22,Hudson Theatre,"$1,327,148.00",,"$280,634.00",$171.38,$425.00,"7,744",968,1,7,100.00%,0.00%,Comedy,0,0,Winter,12
Aladdin,2024-12-22,New Amsterdam Theatre,"$1,740,982.60",,"$273,434.80",$130.39,$249.50,"13,352","1,727",8,0,96.64%,1.08%,Original,23,1,Winter,12
A Wonderful World: The Louis Armstrong Musical,2024-12-22,Studio 54,"$563,254.00",,"-$142,671.00",$115.16,$298.00,"4,891",997,8,0,61.32%,-21.67%,Original,4,1,Winter,12
& Juliet,2024-12-22,Stephen Sondheim Theatre,"$1,187,865.90",,"-$15,049.20",$149.17,$378.00,"7,963","1,026",8,0,97.02%,-0.15%,Original,22,1,Winter,12
Wicked,2024-12-15,Gershwin Theatre,"$2,878,086.00",,"$95,291.00",$186.79,$350.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Winter,12
The Roommate,2024-12-15,Booth Theatre,"$501,496.50",,"$169,182.30",$93.09,$297.00,"5,387",772,8,0,87.22%,10.08%,Comedy,3,1,Winter,12
The Outsiders,2024-12-15,Bernard B. Jacobs Theatre,"$1,587,269.23",,"$59,979.58",$189.57,$497.00,"8,373","1,024",8,0,102.21%,0.35%,Original,31,1,Winter,12
The Notebook,2024-12-15,Gerald Schoenfeld Theatre,"$1,094,298.84",,"$172,134.38",$132.18,$269.00,"8,279","1,017",8,0,101.76%,5.18%,Original,9,1,Winter,12
The Lion King,2024-12-15,Minskoff Theatre,"$2,497,969.75",,"$8,477.00",$187.24,$325.00,"13,341","1,696",8,0,98.33%,0.22%,Original,32,1,Winter,12
The Hills of California,2024-12-15,Broadhurst Theatre,"$409,445.25",,"$2,519.05",$76.60,$327.00,"5,345","1,175",8,0,56.86%,-0.05%,Original,15,1,Winter,12
The Great Gatsby,2024-12-15,Broadway Theatre,"$1,568,954.80",,"$108,740.00",$136.66,$524.00,"11,481","1,485",8,0,96.64%,1.46%,Original,7,1,Winter,12
The Book of Mormon,2024-12-15,Eugene O'Neill Theatre,"$1,228,417.25",,"$80,581.42",$145.96,$0.00,"8,416","1,066",8,0,98.69%,2.62%,Original,36,1,Winter,12
Swept Away,2024-12-15,Longacre Theatre,"$657,499.50",,"$117,193.70",$81.21,$248.00,"8,096","1,018",8,0,99.41%,18.15%,One Act,7,1,Winter,12
Sunset Boulevard,2024-12-15,St. James Theatre,"$1,900,668.50",,"$67,784.50",$154.16,$0.00,"12,329","1,606",8,0,95.95%,2.32%,Revival,24,1,Winter,12
Suffs,2024-12-15,Music Box Theatre,"$1,051,569.35",,"$39,386.90",$133.06,$348.00,"7,903",973,8,0,101.53%,3.10%,Original,23,1,Winter,12
Stereophonic,2024-12-15,John Golden Theatre,"$865,394.42",,"$21,371.74",$140.19,$348.00,"6,173",778,8,0,99.18%,2.01%,Original,37,1,Winter,12
SIX: The Musical,2024-12-15,Lena Horne Theatre,"$904,699.75",,"-$21,487.25",$123.54,$279.00,"7,323","1,031",8,0,88.79%,3.73%,One Act,28,1,Winter,12
Romeo and Juliet,2024-12-15,Circle in the Square Theatre,"$972,653.25",,"$34,780.00",$149.25,$574.50,"6,517",794,8,0,102.60%,3.12%,Revival,7,1,Winter,12
Our Town,2024-12-15,Ethel Barrymore Theatre,"$866,048.50",,"$33,564.52",$122.22,$347.00,"7,086","1,060",8,0,83.56%,5.79%,One Act,3,1,Winter,12
"Oh, Mary!",2024-12-15,Lyceum Theatre,"$1,222,414.50",,"-$23,993.44",$171.25,$371.00,"7,138",895,8,0,99.69%,-0.31%,Comedy,9,1,Winter,12
Moulin Rouge! The Musical,2024-12-15,Al Hirschfeld Theatre,"$1,336,128.07",,"-$10,852.18",$134.46,$0.00,"9,937","1,300",8,0,95.55%,-0.64%,Original,24,1,Winter,12
MJ The Musical,2024-12-15,Neil Simon Theatre,"$1,627,047.90",,"$11,841.00",$157.87,$349.00,"10,306","1,387",8,0,92.88%,0.21%,Original,30,1,Winter,12
Maybe Happy Ending,2024-12-15,Belasco Theatre,"$764,022.05",,"$81,642.55",$101.24,$297.00,"7,547",988,8,0,95.48%,8.17%,One Act,34,1,Winter,12
Left on Tenth,2024-12-15,James Earl Jones Theatre,"$448,491.60",,"-$36,081.30",$104.13,$267.00,"4,307","1,065",8,0,50.55%,-0.62%,One Act,0,0,Winter,12
Hell's Kitchen,2024-12-15,Sam S. Shubert Theatre,"$1,487,940.70",,"-$5,050.02",$132.19,$323.00,"11,256","1,457",8,0,96.57%,1.41%,Original,26,1,Winter,12
Harry Potter and the Cursed Child,2024-12-15,Lyric Theatre,"$1,294,997.60",,"$5,148.50",$118.11,$269.00,"10,964","1,622",8,0,84.49%,1.14%,Original,33,1,Winter,12
Hamilton,2024-12-15,Richard Rodgers Theatre,"$2,177,119.00",,"$146,347.50",$205.27,$419.00,"10,606","1,324",8,0,100.13%,6.21%,Original,46,1,Winter,12
Hadestown,2024-12-15,Walter Kerr Theatre,"$904,327.05",,"$120,083.30",$123.63,$0.00,"7,315",918,8,0,99.61%,6.87%,Original,39,1,Winter,12
Gypsy,2024-12-15,Majestic Theatre,"$1,818,235.38",,"$215,585.88",$147.57,$447.00,"12,321","1,590",0,8,96.86%,1.41%,Revival,19,1,Winter,12
Eureka Day,2024-12-15,Samuel J. Friedman Theatre,"$230,425.00",,"$2,892.00",$52.48,$299.00,"4,391",643,0,8,85.36%,11.87%,One Act,6,1,Winter,12
Elf,2024-12-15,Marquis Theatre,"$2,033,784.00",,"$207,286.50",$169.02,$379.00,"12,033","1,600",8,0,94.01%,6.56%,Musical,1,1,Winter,12
Death Becomes Her,2024-12-15,Lunt-Fontanne Theatre,"$1,475,402.75",,"$109,395.95",$123.55,$299.00,"11,942","1,491",8,0,100.12%,0.72%,Musical,33,1,Winter,12
Cult of Love,2024-12-15,Helen Hayes Theater,"$315,283.00",,"$15,963.00",$85.14,$246.00,"3,703",581,5,2,91.05%,0.65%,One Act,4,1,Winter,12
Chicago,2024-12-15,Ambassador Theatre,"$869,878.07",,"$50,291.88",$104.86,$237.00,"8,296","1,080",8,0,96.02%,5.67%,Revival,25,1,Winter,12
Cabaret,2024-12-15,August Wilson Theatre,"$1,192,168.30",,"-$26,159.90",$151.69,$0.00,"7,859","1,070",8,0,91.81%,-1.22%,Revival,22,1,Winter,12
Back To The Future,2024-12-15,Winter Garden Theatre,"$1,115,342.85",,"$55,868.45",$102.00,$267.00,"10,935","1,478",8,0,92.48%,4.91%,Broadway,7,1,Winter,12
All In: Comedy About Love,2024-12-15,Hudson Theatre,"$1,046,514.00",,$0.00,$216.22,$425.00,"4,840",968,0,5,100.00%,0.00%,Comedy,0,0,Winter,12
Aladdin,2024-12-15,New Amsterdam Theatre,"$1,467,547.80",,"-$43,690.20",$111.15,$249.50,"13,203","1,727",8,0,95.56%,1.32%,Original,23,1,Winter,12
A Wonderful World: The Louis Armstrong Musical,2024-12-15,Studio 54,"$705,925.00",,"-$13,754.50",$106.65,$287.00,"6,619",997,8,0,82.99%,-0.01%,Original,4,1,Winter,12
& Juliet,2024-12-15,Stephen Sondheim Theatre,"$1,202,915.10",,"$129,065.00",$150.82,$378.00,"7,976","1,026",8,0,97.17%,5.26%,Original,22,1,Winter,12
Wicked,2024-12-08,Gershwin Theatre,"$2,782,795.00",,"-$147,426.00",$180.61,$350.00,"15,408","1,926",8,0,100.00%,0.00%,Original,33,1,Winter,12
Water For Elephants,2024-12-08,Imperial Theatre,"$957,671.87",,"$162,899.87",$130.05,$278.00,"7,364","1,385",8,0,66.46%,10.30%,Original,23,1,Winter,12
The Roommate,2024-12-08,Booth Theatre,"$332,314.20",,"$28,133.70",$93.01,$297.00,"3,573",772,6,0,77.14%,2.46%,Comedy,3,1,Winter,12
The Outsiders,2024-12-08,Bernard B. Jacobs Theatre,"$1,527,289.65",,"-$313,315.90",$183.04,$497.00,"8,344","1,024",8,0,101.86%,-0.23%,Original,31,1,Winter,12
The Notebook,2024-12-08,Gerald Schoenfeld Theatre,"$922,164.46",,"$134,729.66",$117.35,$269.00,"7,858","1,017",8,0,96.58%,8.06%,Original,9,1,Winter,12
The Lion King,2024-12-08,Minskoff Theatre,"$2,489,492.75",,"-$393,783.25",$187.03,$325.00,"13,311","1,696",8,0,98.11%,2.03%,Original,32,1,Winter,12
The Hills of California,2024-12-08,Broadhurst Theatre,"$406,926.20",,"$67,050.10",$76.06,$327.00,"5,350","1,175",8,0,56.91%,-2.38%,Original,15,1,Winter,12
The Great Gatsby,2024-12-08,Broadway Theatre,"$1,460,214.80",,"-$196,471.36",$129.14,$524.00,"11,307","1,485",8,0,95.18%,1.60%,Original,7,1,Winter,12
The Book of Mormon,2024-12-08,Eugene O'Neill Theatre,"$1,147,835.83",,"-$47,085.02",$140.10,$0.00,"8,193","1,066",8,0,96.07%,-0.32%,Original,36,1,Winter,12
Tammy Faye,2024-12-08,Palace Theatre,"$371,511.25",,"$111,996.25",$75.24,$299.00,"4,938","1,306",8,0,47.26%,8.84%,Original,0,0,Winter,12
Swept Away,2024-12-08,Longacre Theatre,"$540,305.80",,"$128,123.50",$81.64,$248.00,"6,618","1,018",8,0,81.26%,20.37%,One Act,7,1,Winter,12
Sunset Boulevard,2024-12-08,St. James Theatre,"$1,832,884.00",,"$11,511.40",$152.33,$0.00,"12,032","1,606",8,0,93.63%,3.89%,Revival,24,1,Winter,12
Suffs,2024-12-08,Music Box Theatre,"$1,012,182.45",,"$57,138.10",$132.10,$348.00,"7,662",973,8,0,98.43%,3.61%,Original,23,1,Winter,12
Stereophonic,2024-12-08,John Golden Theatre,"$844,022.68",,"-$82,587.42",$139.55,$348.00,"6,048",778,8,0,97.17%,-1.72%,Original,37,1,Winter,12
SIX: The Musical,2024-12-08,Lena Horne Theatre,"$926,187.00",,"-$241,849.00",$132.01,$279.00,"7,016","1,031",8,0,85.06%,-3.55%,One Act,28,1,Winter,12
Romeo and Juliet,2024-12-08,Circle in the Square Theatre,"$937,873.25",,"-$278,156.39",$148.42,$574.50,"6,319",794,8,0,99.48%,-3.15%,Revival,7,1,Winter,12
Our Town,2024-12-08,Ethel Barrymore Theatre,"$832,483.98",,"$44,380.90",$126.23,$347.00,"6,595","1,060",8,0,77.77%,7.84%,One Act,3,1,Winter,12
"Oh, Mary!",2024-12-08,Lyceum Theatre,"$1,246,407.94",,"-$40,208.26",$174.08,$371.00,"7,160",895,8,0,100.00%,0.00%,Comedy,9,1,Winter,12
Moulin Rouge! The Musical,2024-12-08,Al Hirschfeld Theatre,"$1,346,980.25",,"$51,234.74",$134.64,$0.00,"10,004","1,300",8,0,96.19%,1.51%,Original,24,1,Winter,12
MJ The Musical,2024-12-08,Neil Simon Theatre,"$1,615,206.90",,"-$96,059.50",$157.08,$349.00,"10,283","1,387",8,0,92.67%,5.52%,Original,30,1,Winter,12
